param_id,test_type,trial_number,count,sd_sample,ub_sample,lb_sample,fam_duration,LT,scaled_samples,scaled_ub_sample,scaled_lb_sample,type
4,Novel,7,40,240.0543469168684,48.25718064255946,40.81781935744054,6,17.72639285714286,18.514698701898205,19.388278444428927,17.641118959367482,EIG
4,Novel,9,40,261.08051288927396,48.76673445973376,40.675765540266234,8,21.68012,18.55785301892569,19.507948904123655,17.607757133727727,EIG
4,Novel,10,40,263.6901990075315,45.868421965081666,37.69657803491833,9,19.767214285714285,17.867677513268386,18.827270285136194,16.90808474140058,EIG
5,Familiar,1,40,300.9210553931834,84.02657006162636,74.70092993837363,0,20.15585185185185,17.812211217293793,18.686816736298688,16.9376056982889,EIG
5,Familiar,2,40,291.43261385962387,78.96579513683855,69.93420486316145,1,18.24706896551724,16.89053875037228,17.737566792882006,16.043510707862556,EIG
5,Familiar,3,40,287.00269116655005,76.59340277355251,67.69909722644748,2,19.06634375,16.458424184985265,17.29257697411312,15.62427139585741,EIG
5,Familiar,4,40,302.2797110032536,76.92512264841594,67.55737735158405,3,16.999148148148148,16.476243342320814,17.35479769665543,15.597688987986194,EIG
5,Familiar,5,40,319.08410869401285,70.2267594883253,60.3382405116747,4,16.70561403508772,15.170990067492,16.09838520149452,14.24359493348948,EIG
5,Familiar,7,40,293.5701521110862,63.330166635194296,54.232333364805704,6,14.148833333333332,13.951550102989636,14.804790747503466,13.098309458475804,EIG
5,Familiar,9,40,277.9112078950473,56.0500287807609,47.4374712192391,8,10.004521739130434,12.631525684580039,13.439254728002204,11.823796641157873,EIG
5,Familiar,10,39,284.92440825779147,56.53401362071656,47.591627404924466,9,11.712538461538461,12.691373765307222,13.530035801804198,11.852711728810245,EIG
5,Novel,2,39,362.91747648307336,92.96433470752866,81.57412683093288,1,18.61582142857143,19.295042855610255,20.363273941071554,18.22681177014896,EIG
5,Novel,3,40,379.478832361604,96.64508542701104,84.88491457298898,2,19.665555555555557,19.950744560155947,21.053672637738757,18.847816482573144,EIG
